Season_Code,League,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,B365>2.5,B365<2.5,Home_Elo,Away_Elo,Elo_Diff,Home_Roll5_GF,Away_Roll5_GF,Home_Roll5_GA,Away_Roll5_GA,Home_Roll5_Shots,Away_Roll5_Shots,Home_Roll5_SoT,Away_Roll5_SoT,Home_Rest_Days,Away_Rest_Days
2324,Premier League,2023-11-11,Man United,Luton,1,0,H,0,0,D,15,10,4,4,11,3,9,11,0,2,0,0,1.33,5.25,9.5,1.53,2.4,1705.2275923075538,1515.4516197283638,189.77597257919,1.0,1.0,1.2,1.8,14.6,11.6,5.0,3.0,7.0,6.0
2324,Premier League,2023-11-11,Bournemouth,Newcastle,2,0,H,0,0,D,19,8,10,5,6,5,10,4,2,1,0,0,4.75,4.0,1.73,1.7,2.1,1488.7982702385507,1743.971108789336,-255.1728385507854,0.8,2.2,3.2,0.8,8.8,12.4,3.2,5.0,7.0,7.0
2324,Premier League,2023-11-11,Arsenal,Burnley,3,1,H,1,0,H,16,8,6,5,3,3,8,9,0,1,1,0,1.18,7.0,17.0,1.48,2.6,1777.4951008966293,1532.8583241480553,244.636776748574,2.4,0.8,0.6,2.4,13.4,10.6,4.4,3.2,7.0,7.0
2324,Premier League,2023-11-11,Wolves,Tottenham,2,1,H,0,1,A,17,6,4,2,11,3,19,15,4,3,0,0,3.1,3.75,2.2,1.62,2.25,1562.4634612824993,1721.3937367797464,-158.93027549724707,1.6,1.6,1.4,1.2,10.4,14.4,4.0,4.6,7.0,5.0
2324,League One,2023-11-11,Wycombe,Stevenage,0,1,A,0,1,A,4,8,0,2,2,7,15,16,3,2,0,0,2.55,3.4,2.7,2.03,1.83,1334.3025454075669,1330.9306116502855,3.37193375728134,2.0,1.0,1.8,1.0,12.2,10.8,6.8,4.0,11.0,14.0
2324,League One,2023-11-11,Shrewsbury,Reading,3,2,H,1,2,A,17,12,4,3,11,5,6,6,2,2,0,0,2.35,3.4,3.0,2.05,1.75,1236.8745221487704,1238.8543021977082,-1.979780048937755,0.4,1.0,1.6,2.4,11.0,12.6,2.6,5.2,4.0,4.0
2324,League One,2023-11-11,Portsmouth,Charlton,2,2,D,1,0,H,21,13,9,7,10,3,10,15,0,4,0,0,1.73,4.0,4.5,1.67,2.15,1457.3804469081656,1321.8062466821636,135.57420022600195,1.6,2.0,0.6,1.8,15.2,15.0,5.4,5.0,14.0,11.0
2324,League One,2023-11-11,Northampton,Burton,2,0,H,0,0,D,19,10,6,3,5,7,7,13,0,2,0,0,2.15,3.4,3.4,2.08,1.73,1246.8939598343916,1320.2453377988231,-73.35137796443155,0.8,1.6,2.2,0.8,9.6,9.4,3.2,2.6,11.0,14.0
2324,League One,2023-11-11,Lincoln,Port Vale,1,1,D,0,1,A,15,6,3,4,9,1,5,5,0,1,1,1,2.38,3.25,3.1,2.1,1.7,1320.617487553059,1219.0513003708784,101.56618718218056,1.0,0.2,1.0,1.6,12.8,12.0,4.2,3.6,11.0,14.0
2324,League One,2023-11-11,Leyton Orient,Oxford,2,3,A,0,2,A,10,13,1,7,4,4,7,8,2,2,0,0,2.7,3.4,2.55,1.95,1.9,1315.232301271413,1350.5837038382201,-35.35140256680711,1.2,1.4,0.8,1.2,14.6,13.8,4.8,5.6,14.0,11.0
2324,League One,2023-11-11,Fleetwood Town,Exeter,3,0,H,3,0,H,20,11,12,7,9,5,8,19,2,2,0,0,2.2,3.5,3.2,1.85,2.0,1248.143753899467,1242.8205752618444,5.3231786376225045,1.6,0.4,2.2,2.0,11.6,14.8,5.2,2.6,10.0,14.0
2324,League One,2023-11-11,Cheltenham,Wigan,1,1,D,1,1,D,18,4,6,1,6,1,15,12,2,3,0,0,3.25,3.5,2.15,2.0,1.85,1212.186418871626,1354.8695269540633,-142.68310808243723,1.2,2.0,1.4,0.8,10.0,12.0,3.4,4.2,14.0,4.0
2324,Premier League,2023-11-11,Crystal Palace,Everton,2,3,A,1,1,D,13,8,4,4,9,2,9,18,1,4,0,0,2.45,3.2,3.0,2.25,1.62,1606.6757238005962,1539.0706704529719,67.60505334762433,0.8,1.2,1.2,1.0,10.0,14.8,2.6,4.4,7.0,7.0
2324,League One,2023-11-11,Bolton,Blackpool,1,0,H,0,0,D,15,11,5,0,6,4,14,11,5,1,0,0,2.15,3.5,3.3,1.73,2.08,1447.5745939178573,1353.3447724423827,94.22982147547464,2.2,2.4,1.2,2.0,11.6,15.8,4.0,4.8,4.0,10.0
2324,League One,2023-11-11,Peterboro,Cambridge,5,0,H,3,0,H,13,7,7,3,4,5,9,7,0,0,0,0,1.6,4.33,5.0,1.7,2.1,1400.8201946243614,1253.1212464590044,147.69894816535702,2.0,0.4,1.2,0.4,13.2,10.0,5.6,1.6,4.0,11.0
2324,Championship,2023-11-11,Watford,Rotherham,5,0,H,2,0,H,14,9,8,2,7,2,12,11,2,1,0,0,1.45,4.2,7.5,1.98,1.88,1422.3343651258417,1349.896138034164,72.43822709167762,1.0,1.2,0.6,1.2,12.0,9.2,3.6,3.0,7.0,4.0
2324,Championship,2023-11-11,Southampton,West Brom,2,1,H,1,0,H,10,14,3,2,3,10,7,10,3,0,0,0,1.91,3.6,4.0,1.9,1.95,1493.062654139133,1504.2762616268321,-11.213607487699164,1.8,1.6,1.0,0.8,16.0,11.4,6.6,3.4,7.0,7.0
2324,Championship,2023-11-11,Sheffield Weds,Millwall,0,4,A,0,2,A,12,13,2,6,8,4,13,8,2,2,0,0,2.63,3.0,2.9,2.4,1.53,1343.4925818977204,1416.8738103381631,-73.38122844044278,0.4,1.2,1.0,1.6,9.8,10.8,2.4,3.2,7.0,7.0
2324,Championship,2023-11-11,QPR,Bristol City,0,0,D,0,0,D,7,7,0,2,5,2,12,16,2,2,0,0,2.8,3.2,2.63,2.1,1.7,1297.1808407215508,1436.5466781428654,-139.3658374213146,0.6,0.6,2.2,1.0,11.2,10.2,3.0,3.4,7.0,7.0
2324,Championship,2023-11-11,Middlesbrough,Leicester,1,0,H,0,0,D,9,12,6,4,3,4,18,15,4,3,0,0,2.9,3.6,2.3,1.7,2.1,1485.94976524056,1609.0918069412826,-123.14204170072253,2.0,1.6,1.2,0.6,16.8,13.2,7.8,5.0,7.0,8.0
2324,Championship,2023-11-11,Leeds,Plymouth,2,1,H,2,0,H,14,9,6,3,7,6,10,10,1,4,0,0,1.25,6.5,11.0,1.36,3.1,1523.4166395307636,1439.4044291573423,84.01221037342134,2.0,1.8,1.0,1.8,17.4,10.8,6.0,5.2,8.0,7.0
2324,Championship,2023-11-11,Ipswich,Swansea,3,2,H,2,1,H,22,7,9,4,6,2,15,9,2,1,0,1,1.53,4.33,5.5,1.62,2.25,1588.6868273284006,1463.1614716272848,125.52535570111581,2.4,1.0,1.6,1.0,16.0,10.6,6.0,3.8,4.0,7.0
2324,Championship,2023-11-11,Hull,Huddersfield,1,0,H,0,0,D,20,2,5,1,9,1,10,10,2,3,0,0,1.73,3.6,5.0,1.95,1.9,1475.0865429457072,1416.5629155843483,58.523627361358876,1.4,0.6,1.4,1.8,13.2,8.4,4.8,2.8,7.0,7.0
2324,Championship,2023-11-11,Coventry,Stoke,0,0,D,0,0,D,13,6,2,2,4,4,14,16,1,1,0,0,2.3,3.4,3.1,2.05,1.8,1423.809839668592,1418.2907766103808,5.519063058211259,0.6,1.0,1.8,0.6,17.8,9.2,4.4,3.2,7.0,7.0
2324,Championship,2023-11-11,Cardiff,Norwich,2,3,A,2,1,H,13,20,6,8,2,9,10,6,2,2,0,0,2.0,3.5,3.6,1.85,2.0,1434.7468332481917,1368.5093966592233,66.23743658896842,1.4,1.2,0.4,2.4,10.8,12.6,4.2,3.6,7.0,6.0
2324,Championship,2023-11-11,Sunderland,Birmingham,3,1,H,1,1,D,22,16,6,7,10,5,5,13,2,2,0,0,1.75,3.75,4.5,1.85,2.0,1479.3365088698204,1391.4027310360432,87.93377783377719,0.8,1.2,1.6,1.8,16.4,10.6,4.8,3.0,7.0,7.0
2324,League One,2023-11-11,Carlisle,Bristol Rvs,0,1,A,0,1,A,16,6,5,2,10,0,11,15,4,3,0,1,3.0,3.5,2.38,1.98,1.88,1258.7642700730207,1279.2026659754802,-20.438395902459433,1.0,1.2,1.0,1.8,12.6,13.8,4.0,4.8,14.0,4.0
2324,Premier League,2023-11-12,West Ham,Nott'm Forest,3,2,H,1,1,D,16,10,6,5,9,4,9,12,2,2,0,0,1.85,3.6,4.0,1.75,2.05,1564.862730946002,1580.8210963060947,-15.958365360092557,1.4,1.0,2.0,1.2,12.6,11.0,4.0,3.6,8.0,7.0
2324,Premier League,2023-11-12,Liverpool,Brentford,3,0,H,1,0,H,17,16,10,3,6,8,16,12,1,2,0,0,1.4,5.0,6.5,1.44,2.7,1772.127476858435,1659.6555268968064,112.47194996162875,1.8,2.0,1.0,1.0,19.4,15.0,5.6,5.4,7.0,8.0
2324,Premier League,2023-11-12,Chelsea,Man City,4,4,D,2,2,D,17,15,9,10,3,3,12,15,5,3,0,0,5.0,3.7,1.73,1.88,2.02,1596.5408816277557,1858.2622974196397,-261.72141579188406,2.4,2.4,1.2,1.0,13.0,15.8,4.8,6.6,6.0,8.0
2324,Premier League,2023-11-12,Aston Villa,Fulham,3,1,H,2,0,H,12,9,6,5,2,2,4,17,2,5,0,0,1.57,4.2,5.5,1.7,2.1,1706.7892544088334,1575.6237664942087,131.1654879146247,2.8,0.8,1.2,1.4,16.4,13.6,5.8,4.0,7.0,8.0
2324,Premier League,2023-11-12,Brighton,Sheffield United,1,1,D,1,0,H,11,9,6,1,6,3,13,16,3,2,1,0,1.25,5.75,13.0,1.4,2.88,1670.196223194007,1503.3643074869321,166.8319157070748,1.2,0.8,2.4,2.6,11.0,9.2,3.6,2.4,8.0,8.0
2324,League One,2023-11-18,Blackpool,Shrewsbury,4,0,H,2,0,H,9,8,7,2,5,4,12,11,0,1,0,0,1.57,4.0,6.0,2.0,1.85,1341.5808563561698,1252.9656934025506,88.61516295361912,1.8,0.8,2.2,1.8,15.2,11.4,4.2,3.0,7.0,7.0
2324,League One,2023-11-18,Stevenage,Lincoln,1,0,H,0,0,D,15,4,5,2,6,4,11,12,1,1,0,0,1.8,3.4,5.0,2.15,1.67,1347.0858900631206,1316.0690261470268,31.016863916093826,1.0,1.2,1.0,1.0,9.8,13.8,3.4,4.2,7.0,7.0
2324,League One,2023-11-21,Leyton Orient,Lincoln,0,1,A,0,0,D,17,11,6,5,3,4,13,7,2,0,0,0,1.91,3.4,4.2,2.1,1.7,1300.8546985098983,1301.493622944347,-0.6389244344486542,1.2,1.0,1.2,1.2,13.2,12.4,4.2,4.0,10.0,3.0
2324,Championship,2023-11-24,Rotherham,Leeds,1,1,D,1,1,D,6,18,3,5,4,3,11,4,0,0,0,0,7.5,5.0,1.36,1.67,2.15,1337.1845306641824,1535.6214169490252,-198.43688628484279,1.0,2.0,2.0,1.0,10.2,16.0,3.0,5.6,13.0,13.0
2324,League One,2023-11-25,Lincoln,Barnsley,2,2,D,1,0,H,10,13,4,4,3,6,9,9,1,1,0,0,3.0,3.4,2.3,1.88,1.98,1317.4641994199492,1385.9528526819981,-68.48865326204896,0.6,1.4,1.0,1.2,10.0,12.8,3.2,3.4,4.0,14.0
2324,League One,2023-11-25,Northampton,Cambridge,2,1,H,0,0,D,13,12,5,5,6,1,11,12,1,2,0,1,2.0,3.4,3.8,2.1,1.7,1266.2226064823494,1243.5408951839865,22.68171129836287,1.2,0.2,2.0,1.2,10.0,9.4,4.0,2.0,14.0,14.0
2324,League One,2023-11-25,Peterboro,Burton,4,0,H,2,0,H,25,10,8,2,4,2,6,9,1,3,0,0,1.5,4.33,6.0,1.75,2.05,1410.4005458993793,1300.9166911508653,109.48385474851398,2.6,1.2,1.2,1.0,13.2,9.2,6.0,2.6,14.0,14.0
2324,League One,2023-11-25,Portsmouth,Blackpool,0,4,A,0,1,A,14,17,5,5,7,5,11,12,3,3,1,0,2.0,3.6,3.6,1.9,1.95,1451.4357328599365,1353.5862248914284,97.84950796850808,1.6,2.4,0.8,2.0,17.2,15.2,6.6,5.0,14.0,7.0
2324,League One,2023-11-25,Shrewsbury,Port Vale,2,1,H,1,0,H,10,22,4,5,2,14,14,11,4,1,0,0,2.45,3.3,2.9,2.1,1.7,1240.960324867292,1223.5997617769106,17.360563090381447,0.6,0.4,2.6,1.2,9.8,12.0,2.0,4.0,7.0,14.0
2324,League One,2023-11-25,Wycombe,Reading,1,2,A,1,2,A,8,13,1,6,4,7,9,16,2,0,0,0,1.83,3.6,4.2,1.83,2.03,1318.1472669947318,1222.763130943928,95.38413605080382,1.2,1.2,1.8,2.6,9.6,12.8,4.4,4.8,14.0,14.0
2324,Premier League,2023-11-25,Luton,Crystal Palace,2,1,H,0,0,D,8,16,3,8,4,5,15,12,6,1,0,0,3.6,3.3,2.1,2.15,1.67,1507.4145187310883,1587.6011027615298,-80.18658403044151,0.8,1.0,1.6,1.8,10.0,11.0,3.2,3.0,14.0,14.0
2324,Premier League,2023-11-25,Burnley,West Ham,1,2,A,0,0,D,11,11,5,3,4,5,11,7,1,3,0,0,3.4,3.5,2.05,1.75,2.05,1526.569959025157,1581.5971244434452,-55.02716541828818,0.6,1.6,2.8,2.4,9.4,11.8,3.4,3.4,14.0,13.0
2324,Premier League,2023-11-25,Newcastle,Chelsea,4,1,H,1,1,D,14,7,5,4,4,2,13,19,4,4,0,1,2.55,3.5,2.63,1.86,2.04,1717.9586588899522,1606.7346490569012,111.22400983305101,1.8,2.8,1.2,2.0,10.0,14.2,4.4,5.8,14.0,13.0
2324,Premier League,2023-11-25,Nott'm Forest,Brighton,2,3,A,1,2,A,18,11,5,5,6,4,12,7,2,4,0,1,3.2,3.6,2.15,1.73,2.08,1564.0867028086516,1663.0540081950312,-98.96730538637962,1.2,1.2,1.6,1.4,11.8,11.0,4.4,4.2,13.0,13.0
2324,Premier League,2023-11-25,Sheffield United,Bournemouth,1,3,A,0,2,A,10,23,2,11,4,7,6,8,4,1,0,0,3.2,3.5,2.2,1.85,2.05,1510.506522485908,1514.8107201379346,-4.304197652026687,1.0,1.2,2.4,2.4,7.8,11.0,2.2,5.0,13.0,14.0
2324,Premier League,2023-11-25,Brentford,Arsenal,0,1,A,0,0,D,9,15,3,4,1,8,9,7,1,1,0,0,4.5,3.75,1.75,1.9,2.0,1648.661398051013,1783.7834660195276,-135.12206796851456,1.8,2.2,1.4,0.8,14.6,13.6,5.0,4.0,13.0,14.0
2324,League One,2023-11-25,Leyton Orient,Wigan,1,1,D,1,1,D,16,5,7,2,3,3,16,9,5,1,0,0,1.85,3.6,4.0,1.9,1.95,1284.884122034296,1348.644796354172,-63.76067431987599,1.0,1.8,1.4,1.0,14.2,11.8,4.4,4.2,4.0,14.0
2324,Premier League,2023-11-25,Man City,Liverpool,1,1,D,1,0,H,16,8,5,3,9,6,9,11,1,3,0,0,1.73,4.2,4.2,1.48,2.6,1848.0685299904942,1783.1216057042284,64.94692428626581,3.0,2.2,1.4,0.6,14.2,20.4,7.0,6.8,13.0,13.0
2324,League One,2023-11-25,Fleetwood Town,Stevenage,0,3,A,0,1,A,31,8,7,3,10,6,11,13,0,0,0,0,3.0,3.4,2.3,1.98,1.88,1263.8986316438813,1361.6612932658004,-97.76266162191905,2.0,1.2,1.4,0.4,13.8,11.4,6.8,3.8,14.0,7.0
2324,Championship,2023-11-25,Swansea,Hull,2,2,D,2,0,H,14,18,4,9,2,1,12,11,0,2,0,0,2.6,3.2,2.8,2.0,1.85,1452.703082652182,1488.4166342775045,-35.71355162532245,0.8,1.2,1.4,1.0,9.2,15.6,3.4,5.2,14.0,14.0
2324,League One,2023-11-25,Cheltenham,Oxford,2,0,H,1,0,H,17,20,4,6,8,10,13,14,3,2,1,1,4.5,3.9,1.73,1.88,1.98,1218.4111494715173,1364.9613065997348,-146.5501571282175,1.4,1.6,1.2,1.4,12.2,13.0,4.2,5.8,14.0,14.0
2324,Championship,2023-11-25,Birmingham,Sheffield Weds,2,1,H,1,1,D,13,16,4,4,6,6,11,11,1,0,0,0,2.15,3.25,3.5,2.25,1.62,1379.3679251036822,1330.8225436907592,48.54538141292301,0.8,0.4,2.2,1.8,11.6,11.0,3.8,2.6,14.0,14.0
2324,League One,2023-11-25,Derby,Bristol Rvs,2,1,H,0,0,D,10,13,6,3,8,1,5,12,0,0,0,0,1.6,4.0,5.25,1.75,2.05,1381.599409166682,1294.2625272761618,87.33688189052032,2.0,1.2,0.8,1.4,16.0,12.0,5.6,3.8,14.0,14.0
2324,Championship,2023-11-25,Huddersfield,Southampton,1,1,D,0,1,A,10,16,2,4,2,7,5,11,4,1,0,0,4.75,3.8,1.7,1.83,2.03,1403.232824252551,1509.5788806095704,-106.3460563570195,0.6,2.0,2.0,1.0,7.4,13.6,3.0,5.2,14.0,14.0
2324,Championship,2023-11-25,Leicester,Watford,2,0,H,0,0,D,23,9,8,1,6,2,5,14,2,5,0,1,1.57,4.2,5.5,1.93,1.93,1587.647013932821,1435.0459724958234,152.60104143699755,1.2,1.8,0.8,0.4,12.8,13.2,4.4,5.0,14.0,14.0
2324,Championship,2023-11-25,Millwall,Coventry,0,3,A,0,1,A,20,11,5,9,4,3,12,10,2,1,0,0,2.63,3.25,2.7,2.1,1.7,1429.5438485451243,1423.5556987981695,5.988149746954832,1.6,0.4,1.2,1.6,10.8,16.2,3.6,4.2,14.0,14.0
2324,Championship,2023-11-25,Norwich,QPR,1,0,H,1,0,H,7,9,1,3,4,7,18,12,4,4,0,0,1.73,3.8,4.5,1.75,2.05,1387.5233167152865,1303.2754480908475,84.24786862443898,1.6,0.6,2.6,1.4,15.4,8.4,4.8,1.8,14.0,14.0
2324,Championship,2023-11-25,Bristol City,Middlesbrough,3,2,H,2,0,H,10,12,8,4,3,8,8,12,2,2,0,0,3.6,3.3,2.1,2.0,1.85,1430.4520707735687,1507.3945582490217,-76.94248747545294,0.4,1.4,0.6,1.2,9.8,14.8,3.4,7.6,14.0,14.0
2324,Championship,2023-11-25,Preston,Cardiff,1,2,A,0,0,D,4,19,2,8,6,13,9,6,3,1,1,0,2.4,3.2,3.0,2.35,1.57,1484.1926577254806,1415.7329131921285,68.45974453335202,1.6,1.6,1.4,0.8,11.0,11.8,4.4,5.0,15.0,14.0
2324,Championship,2023-11-25,Stoke,Blackburn,0,3,A,0,1,A,12,7,1,4,7,1,11,9,2,1,0,0,2.2,3.5,3.2,1.75,2.05,1418.5449174808034,1443.4578304144186,-24.91291293361519,1.0,1.4,0.2,1.0,9.8,14.0,3.4,4.4,14.0,15.0
2324,Championship,2023-11-25,Plymouth,Sunderland,2,0,H,2,0,H,10,24,2,5,4,14,12,5,4,1,0,0,3.4,3.75,2.0,1.53,2.4,1427.1996517390808,1491.3713148021814,-64.1716630631006,1.8,1.4,1.6,1.0,9.4,19.0,4.4,5.4,14.0,14.0
2324,Championship,2023-11-25,West Brom,Ipswich,2,0,H,1,0,H,10,6,4,0,4,5,5,12,1,2,0,0,2.6,3.5,2.55,1.88,1.98,1487.7600351563947,1599.1452163035033,-111.3851811471086,1.6,2.2,0.6,1.6,12.2,17.2,3.2,5.8,14.0,14.0
2324,League One,2023-11-25,Bolton,Exeter,7,0,H,2,0,H,24,1,10,0,5,0,4,9,0,1,0,0,1.44,4.75,6.5,1.65,2.2,1459.3385100040703,1227.0656975174297,232.27281248664053,2.2,0.2,0.6,1.8,12.2,14.6,4.4,3.4,14.0,14.0
2324,League One,2023-11-25,Carlisle,Charlton,1,1,D,0,0,D,14,22,5,8,4,8,8,4,0,0,0,0,3.1,3.4,2.25,1.88,1.98,1243.704408772339,1327.7509607303928,-84.04655195805367,0.4,2.0,1.0,1.8,12.8,14.0,3.2,5.4,14.0,14.0
2324,Premier League,2023-11-26,Tottenham,Aston Villa,1,2,A,1,1,D,18,15,8,5,9,3,11,13,0,4,0,0,2.3,3.8,2.8,1.5,2.5,1698.5458344291453,1717.0203613805666,-18.47452695142124,1.4,2.2,1.4,1.2,10.8,15.0,3.4,5.2,15.0,14.0
2324,Premier League,2023-11-26,Everton,Man United,0,3,A,0,1,A,24,9,6,4,6,5,10,8,3,0,0,0,2.7,3.4,2.55,1.85,2.05,1558.1452914920383,1713.2646933048293,-155.119401812791,1.6,1.2,1.0,1.0,11.8,13.8,4.2,5.0,15.0,15.0
2324,Premier League,2023-11-27,Fulham,Wolves,3,2,H,1,1,D,12,10,6,6,6,2,13,13,2,2,0,0,2.38,3.3,3.0,2.08,1.73,1565.3926595224755,1585.3113636331004,-19.918704110624958,1.0,1.6,1.6,1.4,13.4,13.2,4.4,4.6,15.0,16.0
2324,League One,2023-11-28,Reading,Carlisle,5,1,H,3,1,H,16,15,6,6,2,5,13,7,1,1,0,0,1.91,3.6,4.0,1.95,1.9,1243.0486032451001,1247.5011238258273,-4.452520580727196,1.6,0.6,2.0,1.0,12.4,13.6,5.0,4.0,3.0,3.0
2324,League One,2023-11-28,Wigan,Fleetwood Town,3,0,H,2,0,H,13,7,7,3,8,5,9,9,1,3,0,1,2.25,3.6,3.0,1.85,2.0,1345.741034284273,1252.2855934354484,93.45544084882454,1.6,2.0,1.2,1.8,10.8,17.4,3.4,7.4,3.0,3.0
2324,League One,2023-11-28,Stevenage,Peterboro,2,2,D,2,0,H,11,22,5,6,5,9,16,13,2,0,0,0,2.6,3.4,2.63,1.93,1.93,1373.2743314742333,1421.5191437176206,-48.24481224338729,1.8,3.0,0.4,0.8,10.6,16.4,4.0,6.4,3.0,3.0
2324,League One,2023-11-28,Port Vale,Derby,0,1,A,0,0,D,8,11,3,7,9,6,12,9,2,0,0,0,3.75,3.6,1.95,2.0,1.85,1208.3985805401257,1393.6600259006461,-185.26144536052038,0.6,2.4,1.2,0.8,13.6,15.8,4.4,5.6,3.0,3.0
2324,League One,2023-11-28,Oxford,Bolton,0,0,D,0,0,D,7,10,5,3,5,4,9,13,2,2,0,0,2.63,3.5,2.6,1.85,2.0,1342.586103799981,1465.994265002866,-123.40816120288514,1.4,3.2,1.6,0.4,16.2,13.8,6.6,5.2,3.0,3.0
2324,League One,2023-11-28,Exeter,Shrewsbury,0,0,D,0,0,D,13,11,5,4,7,5,12,11,2,1,0,0,2.1,3.4,3.5,2.15,1.67,1220.409942518634,1256.1615061040768,-35.75156358544291,0.2,1.0,3.0,2.2,12.2,9.2,3.2,2.4,3.0,3.0
2324,League One,2023-11-28,Charlton,Cheltenham,2,1,H,1,1,D,19,11,7,1,9,4,10,18,1,5,0,0,1.53,4.2,6.0,1.7,2.1,1323.9542456769045,1240.7863522712712,83.16789340563332,1.4,1.6,2.0,1.0,15.4,14.4,5.4,4.6,3.0,3.0
2324,League One,2023-11-28,Cambridge,Lincoln,0,3,A,0,2,A,5,14,2,7,2,4,13,18,2,2,0,0,2.55,3.2,2.88,2.4,1.53,1228.5839452203008,1320.5779899076979,-91.99404468739704,0.4,0.8,1.4,1.2,9.4,9.6,2.6,3.4,3.0,3.0
2324,League One,2023-11-28,Burton,Portsmouth,0,2,A,0,1,A,20,13,5,3,6,4,12,9,1,0,1,0,4.5,3.6,1.83,1.93,1.93,1289.798093332624,1431.045072566322,-141.24697923369808,1.0,1.2,1.8,1.6,10.0,17.4,2.8,6.8,3.0,3.0
2324,League One,2023-11-28,Blackpool,Northampton,1,2,A,0,1,A,18,10,5,4,4,2,9,12,0,4,0,0,1.5,4.2,6.5,1.88,1.98,1373.9768851850429,1281.1795564460351,92.79732873900775,2.6,1.4,1.6,1.8,15.6,10.8,4.8,4.2,3.0,3.0
2324,League One,2023-11-28,Barnsley,Wycombe,1,0,H,0,0,D,15,10,2,2,9,2,6,6,0,3,0,1,1.95,3.6,4.0,1.73,2.08,1382.8390621942494,1297.8617946935597,84.97726750068978,1.6,1.0,1.6,1.8,12.8,8.6,3.6,3.0,3.0,3.0
2324,Championship,2023-11-28,Watford,Norwich,3,2,H,2,2,D,21,12,9,5,7,5,14,12,1,4,0,0,2.15,3.5,3.3,1.88,1.98,1425.6539502346368,1399.7178539276726,25.936096306964146,1.6,1.4,0.8,2.0,12.6,14.0,4.6,4.2,3.0,3.0
2324,Championship,2023-11-28,QPR,Stoke,4,2,H,1,1,D,19,12,9,4,13,7,13,11,2,5,0,1,3.1,3.4,2.3,2.25,1.62,1291.0809108784613,1403.690237257153,-112.60932637869178,0.4,0.6,1.2,0.6,7.4,10.0,2.0,2.8,3.0,3.0
2324,Championship,2023-11-28,Middlesbrough,Preston,4,0,H,3,0,H,13,6,8,1,7,3,15,14,0,2,0,0,1.67,3.6,5.5,2.0,1.85,1487.9080376357763,1465.0801481333895,22.827889502386824,1.6,1.6,1.8,1.6,13.8,10.4,6.4,4.4,3.0,3.0
2324,Championship,2023-11-28,Hull,Rotherham,4,1,H,3,0,H,22,9,12,3,8,4,5,8,1,2,0,0,1.44,4.5,7.5,1.85,2.0,1486.777732686567,1345.4437521139905,141.3339805725766,1.4,0.8,1.0,2.2,16.6,7.4,6.4,2.2,3.0,4.0
2324,Championship,2023-11-28,Coventry,Plymouth,1,0,H,0,0,D,13,13,3,3,7,6,10,11,1,3,0,0,1.62,4.2,5.0,1.53,2.4,1439.8314359825229,1446.1217132160089,-6.290277233485995,1.0,2.2,1.4,1.6,16.0,10.4,5.8,4.4,3.0,3.0
2324,Championship,2023-11-28,Cardiff,West Brom,0,1,A,0,0,D,11,8,1,1,6,3,7,9,1,2,0,0,2.88,3.25,2.5,2.3,1.6,1434.8454227842196,1508.7207136183547,-73.87529083413506,2.0,2.0,0.8,0.6,13.4,11.4,6.2,3.6,3.0,3.0
2324,League One,2023-11-28,Bristol Rvs,Leyton Orient,1,1,D,1,0,H,10,10,4,3,4,11,9,9,1,3,0,0,2.2,3.4,3.2,1.93,1.93,1282.2019105421978,1287.7878841041952,-5.5859735619974344,1.2,1.0,1.0,1.4,12.0,14.8,3.6,5.0,3.0,3.0
2324,Championship,2023-11-29,Sheffield Weds,Leicester,1,1,D,0,1,A,14,12,7,3,5,4,10,7,2,1,0,0,5.25,4.2,1.62,1.8,2.0,1317.0437052983925,1597.0390361940076,-279.9953308956151,0.6,1.0,2.0,0.6,12.2,13.8,3.0,4.6,4.0,4.0
2324,Championship,2023-11-29,Ipswich,Millwall,3,1,H,3,0,H,19,5,7,3,4,2,9,13,2,3,0,0,1.62,4.0,5.5,1.7,2.1,1578.1845378415433,1413.268111360771,164.91642648077232,2.0,1.4,2.0,1.6,14.6,13.4,4.6,3.8,4.0,4.0
2324,Championship,2023-11-29,Sunderland,Huddersfield,1,2,A,1,1,D,27,9,9,5,10,4,12,11,2,1,0,0,1.57,4.33,5.5,1.73,2.08,1472.4492533252533,1407.9828169002874,64.46643642496588,1.2,0.4,1.0,2.0,20.2,8.2,5.0,2.6,4.0,4.0
2324,Championship,2023-11-29,Blackburn,Birmingham,4,2,H,0,0,D,11,26,6,6,8,9,12,6,4,2,0,0,1.8,3.6,4.33,1.65,2.2,1458.312510638069,1393.1467634960488,65.16574714202011,1.8,1.2,1.0,2.2,13.6,13.2,5.0,4.0,4.0,4.0
2324,Championship,2023-11-29,Leeds,Swansea,3,1,H,2,1,H,18,10,8,2,6,5,12,11,0,1,0,0,1.36,5.25,8.5,1.53,2.4,1527.362195499217,1454.3419842431194,73.02021125609758,1.6,1.0,0.8,1.2,15.8,9.8,5.0,3.4,5.0,4.0
2324,Championship,2023-11-29,Southampton,Bristol City,1,0,H,0,0,D,14,8,5,1,6,3,11,14,3,1,0,0,1.57,4.5,5.25,1.73,2.08,1504.828887961834,1449.938591386814,54.890296575019875,1.8,0.8,1.0,1.0,13.2,10.6,5.0,4.4,4.0,4.0
