Season_Code,League,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,B365>2.5,B365<2.5,Home_Elo,Away_Elo,Elo_Diff,Home_Roll5_GF,Away_Roll5_GF,Home_Roll5_GA,Away_Roll5_GA,Home_Roll5_Shots,Away_Roll5_Shots,Home_Roll5_SoT,Away_Roll5_SoT,Home_Rest_Days,Away_Rest_Days
2122,Championship,2022-01-25,Birmingham,Peterboro,2,2,D,0,1,A,12,10,3,4,3,4,15,12,0,1,0,0,1.9,3.4,4.33,2.1,1.72,1405.8925880451013,1336.9175629469926,68.97502509810874,1.2,0.8,2.8,2.6,11.4,10.0,3.4,2.8,3.0,3.0
2122,Championship,2022-01-25,Nott'm Forest,Barnsley,3,0,H,2,0,H,18,9,6,2,12,0,9,15,2,3,0,0,1.53,4.0,6.5,2.0,1.8,1497.8000087081575,1309.8677579823504,187.93225072580708,1.0,0.8,1.0,1.4,15.2,9.0,4.4,2.6,3.0,3.0
2122,Championship,2022-01-25,Luton,Bristol City,2,1,H,1,0,H,8,12,3,3,8,9,11,9,2,2,0,0,1.75,3.4,4.75,1.95,1.9,1465.5298819349705,1423.7713998432841,41.758482091686346,1.8,2.2,1.0,3.0,10.6,12.0,3.8,5.6,3.0,3.0
2122,Championship,2022-01-25,Coventry,Stoke,1,0,H,0,0,D,14,7,4,0,5,5,6,9,2,1,0,0,2.2,3.2,3.6,2.3,1.61,1447.2934584888028,1445.2468006974532,2.0466577913496167,1.4,1.2,1.4,1.4,18.2,11.4,6.8,3.2,3.0,3.0
2122,Championship,2022-01-25,QPR,Swansea,0,0,D,0,0,D,6,12,2,5,4,3,15,15,3,3,0,1,2.25,3.4,3.1,1.93,1.93,1532.8705402914131,1444.3064966740305,88.5640436173826,1.4,1.0,0.8,1.8,8.4,14.8,3.6,6.8,3.0,3.0
2122,Championship,2022-01-26,West Brom,Preston,0,2,A,0,1,A,8,10,0,3,3,4,13,19,2,4,0,0,1.61,3.75,6.0,2.05,1.8,1476.6009035764462,1448.9659905285926,27.634913047853615,0.8,1.4,0.6,1.2,17.4,11.6,3.8,4.2,4.0,4.0
2122,Championship,2022-01-28,Huddersfield,Stoke,1,1,D,1,0,H,13,16,5,8,3,5,8,10,2,3,0,0,2.55,3.25,2.8,2.2,1.66,1491.2079278272854,1429.3410516816714,61.866876145614015,1.8,1.2,1.2,1.6,11.4,11.2,4.8,3.0,6.0,3.0
2122,League One,2022-01-29,Lincoln,Burton,1,2,A,0,0,D,12,19,2,8,10,5,11,19,0,2,0,0,2.15,3.4,3.4,2.02,1.83,1279.6644355572257,1277.7619195394038,1.9025160178218812,1.8,1.8,1.2,1.0,11.8,12.8,4.4,5.2,7.0,4.0
2122,League One,2022-01-29,Gillingham,Oxford,2,7,A,0,3,A,14,15,9,8,7,1,16,10,3,0,0,0,4.75,3.75,1.75,1.95,1.9,1184.0725642012717,1359.1883346506902,-175.1157704494185,0.6,1.4,2.0,1.4,9.2,15.0,2.2,5.8,4.0,7.0
2122,League One,2022-01-29,Fleetwood Town,Cambridge,1,1,D,0,0,D,18,8,3,3,8,5,10,10,1,2,0,0,1.95,3.3,4.2,2.02,1.83,1258.7064509916295,1308.5203064672226,-49.81385547559307,1.0,1.0,1.6,0.4,12.2,9.6,5.0,3.8,4.0,7.0
2122,League One,2022-01-29,Doncaster,Plymouth,1,3,A,1,1,D,17,14,5,5,4,6,11,9,2,1,0,0,5.0,3.75,1.72,1.88,1.98,1180.1177331365973,1323.2838937762606,-143.1661606396633,1.2,1.8,2.0,1.8,7.8,10.4,3.2,5.0,7.0,4.0
2122,League One,2022-01-29,Crewe,Rotherham,0,2,A,0,1,A,6,15,2,1,0,6,12,11,2,2,1,0,7.0,4.33,1.5,1.8,2.0,1212.8152324979487,1404.7596091143191,-191.9443766163704,1.0,0.8,1.4,0.6,9.8,12.6,2.4,4.4,7.0,7.0
2122,League One,2022-01-29,Cheltenham,Wigan,0,0,D,0,0,D,8,8,1,2,2,3,14,15,0,2,1,0,4.5,3.6,1.8,2.05,1.8,1259.2517242740148,1433.3876043069927,-174.13588003297787,0.6,2.2,1.2,1.4,10.4,10.8,3.8,5.0,7.0,7.0
2122,League One,2022-01-29,Bolton,Sunderland,6,0,H,2,0,H,15,7,7,2,2,1,12,14,1,1,0,0,3.8,3.5,2.0,1.88,1.98,1266.7215764420775,1389.0425904729916,-122.32101403091406,0.8,2.2,1.0,1.4,10.6,13.4,3.4,5.8,7.0,7.0
2122,League One,2022-01-29,AFC Wimbledon,Shrewsbury,1,1,D,1,0,H,13,9,5,3,1,6,14,12,3,2,0,0,2.45,3.4,2.87,2.1,1.7,1252.649121060146,1266.1421978651929,-13.49307680504694,0.2,0.2,0.8,0.2,11.6,11.4,2.4,3.8,4.0,4.0
2122,League One,2022-01-29,Accrington,Morecambe,2,2,D,2,2,D,33,4,7,4,12,4,10,8,2,2,0,0,1.95,3.4,4.0,1.95,1.9,1291.0607551024443,1238.0609004452992,52.99985465714508,0.8,1.8,0.8,1.8,15.8,15.8,4.0,4.6,7.0,7.0
2122,Championship,2022-01-29,Preston,Bristol City,2,2,D,0,1,A,10,12,4,3,3,6,9,10,0,0,0,0,1.85,3.4,4.5,2.1,1.72,1466.2359482795875,1409.6852422288912,56.55070605069636,1.4,2.0,1.0,2.8,10.4,11.0,4.0,5.0,3.0,4.0
2122,Championship,2022-01-29,QPR,Reading,4,0,H,3,0,H,16,18,8,3,6,8,19,10,4,2,0,0,1.53,4.0,7.0,1.8,2.0,1528.87811630158,1374.852475214177,154.02564108740285,1.4,1.2,0.6,3.4,8.0,8.8,3.6,3.2,4.0,7.0
2122,League One,2022-01-29,Sheffield Weds,Ipswich,1,0,H,1,0,H,11,10,4,0,5,5,9,7,1,0,0,0,2.1,3.4,3.6,2.1,1.77,1336.7038751742434,1340.611084416456,-3.9072092422125024,1.6,1.8,2.2,0.6,15.2,11.0,5.0,3.4,7.0,4.0
2122,Championship,2022-01-29,Millwall,West Brom,2,0,H,0,0,D,9,6,3,2,2,4,16,13,1,1,0,0,3.5,3.1,2.25,2.3,1.61,1419.253131683003,1459.3309458254512,-40.07781414244823,0.8,0.8,1.4,1.0,11.2,15.8,3.0,3.2,7.0,3.0
2122,Championship,2022-01-29,Middlesbrough,Coventry,1,0,H,0,0,D,9,15,3,5,6,8,10,17,2,1,0,0,2.05,3.3,3.8,2.2,1.66,1497.2862468761298,1463.1992075045846,34.08703937154519,1.4,1.4,0.6,1.0,12.2,18.6,4.4,7.0,5.0,4.0
2122,Championship,2022-01-29,Luton,Blackburn,0,0,D,0,0,D,8,7,2,2,6,5,16,14,3,2,0,0,2.4,3.2,3.1,2.2,1.66,1479.6160395493634,1545.8912304555786,-66.27519090621513,1.6,0.8,1.2,0.6,10.0,11.8,3.4,3.2,4.0,5.0
2122,Championship,2022-01-29,Hull,Swansea,2,0,H,2,0,H,5,15,2,5,1,2,7,10,0,2,0,0,2.87,3.1,2.62,2.2,1.66,1417.5677022893185,1448.2989206638638,-30.73121837454528,0.8,0.6,1.0,1.2,10.0,13.4,3.6,5.8,7.0,4.0
2122,Championship,2022-01-29,Fulham,Blackpool,1,1,D,1,0,H,19,10,6,4,9,3,13,15,4,2,0,0,1.3,5.25,11.0,1.61,2.3,1574.5923176037861,1437.927694644416,136.66462295937004,4.4,1.6,1.4,1.2,15.6,11.8,7.8,4.2,7.0,7.0
2122,Championship,2022-01-29,Barnsley,Bournemouth,0,1,A,0,1,A,14,15,7,3,2,9,4,14,0,2,0,1,5.5,3.6,1.7,2.05,1.8,1301.7666121196332,1494.170705817279,-192.40409369764575,0.6,1.2,1.8,1.0,8.2,14.0,2.6,5.2,4.0,7.0
2122,Championship,2022-01-29,Peterboro,Sheffield United,0,2,A,0,0,D,3,20,2,5,0,9,9,13,0,1,0,0,3.75,3.6,1.95,1.95,1.9,1340.0528974953597,1484.0299676378984,-143.97707014253865,1.2,1.6,2.6,1.2,10.0,13.8,3.2,5.2,4.0,7.0
2122,League One,2022-01-29,Wycombe,Milton Keynes Dons,0,1,A,0,1,A,9,8,3,5,3,4,13,10,2,6,0,0,2.2,3.4,3.3,1.83,2.02,1374.5195279626244,1359.6279621862095,14.891565776414836,2.0,1.0,1.2,0.6,11.8,21.0,5.2,6.2,7.0,4.0
2122,Championship,2022-01-30,Cardiff,Nott'm Forest,2,1,H,1,0,H,10,6,4,1,3,2,14,7,2,1,0,0,2.8,3.2,2.62,2.2,1.66,1358.6728814970163,1505.9011545708747,-147.22827307385842,1.0,1.2,2.0,0.8,11.2,17.0,3.6,5.0,8.0,5.0
2122,Championship,2022-01-30,Derby,Birmingham,2,2,D,0,1,A,16,13,6,4,7,6,4,18,0,4,0,0,2.3,3.1,3.4,2.5,1.53,1469.4843287365172,1402.7572534967342,66.72707523978306,1.6,1.6,1.0,2.4,7.6,12.2,2.6,3.6,8.0,5.0
2122,League One,2022-01-31,Portsmouth,Charlton,1,2,A,0,1,A,15,15,2,3,4,8,5,14,1,4,0,0,2.0,3.4,3.8,2.05,1.75,1318.8554499101938,1284.475150448545,34.38029946164875,0.6,0.8,0.6,1.0,15.0,11.0,4.6,4.2,9.0,9.0
2122,League One,2022-02-01,Wigan,Oxford,1,1,D,1,1,D,12,5,3,1,5,1,13,14,2,4,0,0,2.0,3.6,3.6,1.75,2.05,1425.978596239778,1367.743923459733,58.234672780045,2.0,2.2,1.2,1.8,11.0,15.4,4.8,6.0,3.0,3.0
2122,Championship,2022-02-01,Millwall,Preston,0,0,D,0,0,D,7,4,2,1,2,3,8,8,3,1,0,0,2.5,3.1,3.0,2.5,1.53,1437.0906402647968,1463.6544488904321,-26.563808625635374,1.0,1.4,1.0,1.2,10.0,11.2,3.0,4.2,3.0,3.0
2122,Championship,2022-02-01,Swansea,Luton,0,1,A,0,0,D,16,13,4,2,7,4,7,9,2,4,0,0,2.25,3.2,3.4,2.37,1.57,1430.887374998434,1482.6316365286693,-51.744261530235235,0.6,1.4,1.4,1.0,13.4,10.2,5.8,3.6,3.0,3.0
2122,League One,2022-02-01,AFC Wimbledon,Cheltenham,2,2,D,1,2,A,15,10,6,4,5,2,7,13,3,3,0,0,2.5,3.2,2.9,2.1,1.7,1253.2701880002926,1266.6607323412295,-13.390544340936913,0.4,0.6,0.8,0.8,12.8,10.2,3.2,3.6,3.0,3.0
2122,League One,2022-02-01,Doncaster,Rotherham,0,5,A,0,2,A,3,15,1,7,3,7,8,11,1,0,0,0,9.0,4.5,1.4,1.83,2.02,1170.36133192545,1412.721818666395,-242.3604867409449,0.8,1.0,1.8,0.6,9.6,13.2,3.4,3.4,3.0,3.0
2122,League One,2022-02-01,Gillingham,Crewe,1,0,H,1,0,H,9,16,2,4,8,9,8,7,2,0,0,0,2.3,3.1,3.3,2.07,1.72,1175.516975392229,1204.853022945873,-29.336047553643994,1.0,0.6,3.4,1.6,10.8,9.6,3.8,2.4,3.0,3.0
2122,League One,2022-02-01,Sheffield Weds,Morecambe,2,0,H,0,0,D,19,9,5,4,11,3,8,8,1,1,0,0,1.57,4.0,6.0,1.83,2.02,1352.8838012243998,1240.4828763814292,112.40092484297065,1.4,2.0,2.2,1.8,14.8,13.4,4.8,4.8,3.0,3.0
2122,League One,2022-02-01,Bolton,Cambridge,2,0,H,1,0,H,17,9,6,0,8,5,10,7,1,1,0,0,1.83,3.75,4.2,1.93,1.93,1288.1329113947131,1306.2418845109628,-18.108973116249672,2.0,1.2,0.8,0.4,12.0,10.0,4.4,4.2,3.0,3.0
2122,Championship,2022-02-02,Barnsley,Cardiff,0,1,A,0,0,D,8,5,1,1,6,0,14,11,2,4,0,0,2.9,3.1,2.55,2.2,1.66,1293.8202199884136,1381.0743343434174,-87.25411435500382,0.4,1.0,1.6,1.8,8.4,10.0,3.2,3.0,4.0,3.0
2122,Championship,2022-02-02,Huddersfield,Derby,2,0,H,0,0,D,16,1,6,0,4,3,11,9,1,3,0,1,2.05,3.3,3.8,2.3,1.61,1488.3885885548991,1466.4486658748162,21.939922680082873,1.4,1.8,1.0,1.4,11.2,10.2,4.6,3.6,5.0,3.0
2122,Championship,2022-02-04,Birmingham,Sheffield United,1,2,A,0,0,D,7,9,2,5,1,6,14,8,4,1,0,0,4.0,3.4,1.95,2.1,1.72,1405.7929163584351,1493.754740490082,-87.96182413164684,1.8,1.4,2.4,0.8,13.2,14.6,4.2,4.6,5.0,6.0
2122,League One,2022-02-05,Rotherham,Accrington,1,0,H,0,0,D,11,14,4,7,5,2,14,14,3,4,1,0,1.44,4.75,7.5,1.75,2.05,1419.0766536896983,1288.6387791663144,130.43787452338393,2.0,1.0,0.4,1.2,14.2,19.6,4.0,4.2,4.0,7.0
2122,League One,2022-02-05,Morecambe,Bolton,1,1,D,0,0,D,13,9,7,1,5,1,10,11,1,1,0,1,3.1,3.5,2.25,2.13,1.75,1229.4857966866916,1304.9661060535284,-75.48030936683676,1.2,2.2,1.6,0.4,10.4,13.0,4.0,4.6,4.0,4.0
2122,League One,2022-02-05,Oxford,Portsmouth,3,2,H,1,1,D,28,3,10,3,14,2,12,14,4,7,0,1,2.2,3.3,3.4,2.05,1.75,1370.4008940191604,1301.2773262375777,69.12356778158278,2.2,0.4,1.8,1.0,13.2,14.6,5.4,3.4,4.0,5.0
2122,League One,2022-02-05,Shrewsbury,Fleetwood Town,1,1,D,0,1,A,9,11,4,3,7,3,8,11,1,2,0,1,2.05,3.3,3.75,2.25,1.61,1265.5211309250462,1260.9848729478892,4.536257977156993,0.4,1.2,0.4,1.2,11.4,14.8,3.8,5.2,7.0,7.0
2122,League One,2022-02-05,Milton Keynes Dons,Lincoln,2,1,H,1,1,D,11,8,7,4,6,4,12,10,2,0,0,0,1.9,3.4,4.2,1.95,1.9,1376.313324492576,1263.5768223324899,112.73650216008605,1.0,1.6,0.4,1.0,18.0,12.8,5.8,4.4,7.0,7.0
2122,Championship,2022-02-05,Hull,Preston,0,1,A,0,0,D,10,7,2,4,7,4,14,15,0,2,0,0,2.6,3.2,2.8,2.3,1.61,1434.9792479547482,1462.4335184088686,-27.454270454120433,1.0,1.2,0.6,1.0,8.8,9.0,3.6,3.4,7.0,4.0
2122,League One,2022-02-05,Charlton,AFC Wimbledon,3,2,H,2,2,D,12,13,5,3,11,6,11,11,4,0,0,0,1.9,3.4,4.2,2.07,1.72,1302.0532741211612,1253.8865402065921,48.16673391456902,1.2,0.8,1.0,1.2,12.4,12.8,4.2,3.8,5.0,4.0
2122,League One,2022-02-05,Burton,Sheffield Weds,0,2,A,0,1,A,13,8,6,4,6,8,10,17,3,1,0,0,2.87,3.3,2.5,2.2,1.65,1293.8495327641397,1363.8808809191373,-70.03134815499766,1.4,1.8,1.0,1.2,12.6,16.8,5.0,5.2,7.0,4.0
2122,Championship,2022-02-05,Swansea,Blackburn,1,0,H,1,0,H,4,17,2,4,0,13,9,13,2,2,1,0,2.5,3.25,2.9,2.5,1.53,1417.2528229910415,1542.8756334762727,-125.62281048523118,0.4,0.4,0.8,0.4,14.2,10.4,5.8,2.6,4.0,7.0
2122,Championship,2022-02-05,Blackpool,Bristol City,3,1,H,2,0,H,7,9,5,4,6,4,11,4,4,4,0,0,2.25,3.3,3.3,2.1,1.72,1443.9156418957114,1412.2667416180466,31.64890027766478,1.2,2.2,1.2,2.8,10.8,11.2,3.4,5.0,7.0,7.0
2122,League One,2022-02-05,Sunderland,Doncaster,1,2,A,0,2,A,21,10,10,5,10,2,7,10,1,0,0,0,1.3,5.5,10.0,1.7,2.1,1367.631255520356,1164.0064969021466,203.6247586182094,1.2,0.8,2.6,2.6,12.0,9.0,4.4,3.2,7.0,4.0
2122,League One,2022-02-05,Ipswich,Gillingham,1,0,H,0,0,D,11,13,2,1,4,4,13,6,0,1,0,0,1.4,4.75,8.0,1.88,1.98,1324.4311583662995,1192.8647488784927,131.56640948780682,1.6,1.2,0.8,2.6,11.6,11.4,2.8,4.2,7.0,4.0
2122,Premier League,2022-02-05,Burnley,Watford,0,0,D,0,0,D,13,11,2,5,4,7,16,9,1,2,0,0,2.2,3.25,3.5,2.1,1.72,1528.1479380201934,1477.9154109966385,50.232527023554894,0.4,0.6,1.4,2.2,9.4,11.8,1.6,4.0,13.0,15.0
2122,League One,2022-02-08,Portsmouth,Burton,2,1,H,2,0,H,22,10,6,4,9,4,12,20,2,4,0,0,1.9,3.4,4.33,2.05,1.75,1288.4192381992198,1281.031616818958,7.387621380261862,0.8,1.2,1.6,1.2,12.6,13.8,3.6,5.6,3.0,3.0
2122,League One,2022-02-08,Lincoln,Morecambe,2,1,H,2,0,H,9,17,5,3,1,3,7,10,2,1,0,0,1.72,3.8,4.75,1.83,2.02,1252.5936813963538,1232.9081203682617,19.685561028092025,1.4,1.4,1.4,1.8,12.4,11.6,4.4,5.2,3.0,3.0
2122,League One,2022-02-08,Sheffield Weds,Wigan,1,0,H,0,0,D,11,7,4,1,6,0,14,9,2,1,0,0,2.5,3.2,2.9,2.15,1.66,1376.698796864319,1423.3216256803505,-46.622828816031415,2.2,1.6,1.0,1.0,15.6,11.8,5.0,4.6,3.0,7.0
2122,League One,2022-02-08,Gillingham,Cambridge,1,0,H,0,0,D,13,7,5,1,4,0,12,12,2,0,0,0,2.55,3.2,3.0,2.07,1.72,1182.6496981251728,1289.4086898521475,-106.75899172697473,1.0,1.2,2.2,0.8,11.4,9.8,3.4,3.0,3.0,7.0
2122,League One,2022-02-08,Bolton,Charlton,2,1,H,1,0,H,7,9,3,3,1,3,14,16,3,4,0,0,2.37,3.3,3.0,2.02,1.83,1301.5437823719583,1315.849216408318,-14.305434036359657,2.4,1.8,0.2,1.2,11.8,12.2,4.2,4.8,3.0,3.0
2122,Premier League,2022-02-08,West Ham,Watford,1,0,H,0,0,D,9,6,3,1,5,6,1,6,1,0,0,0,1.55,4.2,5.75,1.72,2.1,1613.6156540284055,1480.2127192665553,133.40293476185025,2.2,0.4,1.4,1.8,11.4,12.8,4.4,4.6,17.0,3.0
2122,Premier League,2022-02-08,Burnley,Man United,1,1,D,0,1,A,9,22,3,5,2,10,11,10,2,1,0,0,5.5,4.0,1.61,1.85,2.05,1525.8506297502765,1652.5699428706528,-126.71931312037623,0.4,1.8,1.2,1.0,10.0,14.2,1.8,4.4,3.0,17.0
2122,League One,2022-02-08,Wycombe,Shrewsbury,0,0,D,0,0,D,26,2,10,0,8,1,11,10,1,3,0,0,1.95,3.5,3.8,2.1,1.7,1357.834165656258,1265.3122403948148,92.52192526144313,1.8,0.4,1.4,0.6,11.6,11.0,5.0,3.4,10.0,3.0
2122,League One,2022-02-08,Fleetwood Town,Milton Keynes Dons,1,1,D,0,1,A,7,10,2,3,3,2,20,10,3,2,0,0,4.0,3.5,1.95,1.95,1.9,1261.1937634781207,1387.296465428712,-126.10270195059138,1.2,1.2,1.4,0.6,14.0,15.8,4.6,6.2,3.0,3.0
2122,Premier League,2022-02-08,Newcastle,Everton,3,1,H,1,1,D,20,11,9,3,6,2,13,13,2,3,0,0,2.5,3.25,2.87,1.91,1.99,1531.8922196354463,1509.363583006317,22.528636629129323,0.8,1.0,1.8,2.0,9.8,12.2,3.0,4.2,17.0,17.0
2122,League One,2022-02-08,Crewe,Plymouth,1,4,A,1,0,H,7,18,2,9,3,7,7,13,1,2,0,0,3.6,3.75,2.0,1.72,2.07,1187.505249459609,1333.0402949874078,-145.53504552779873,0.4,2.2,1.0,2.0,10.8,10.8,2.8,5.0,7.0,10.0
2122,League One,2022-02-08,Cheltenham,Sunderland,2,1,H,0,1,A,7,10,3,5,3,5,11,11,1,3,0,0,3.2,3.5,2.15,1.8,2.0,1266.04438013493,1343.1981379775225,-77.15375784259254,0.8,0.8,1.0,2.4,10.6,12.0,3.6,5.0,7.0,3.0
2122,League One,2022-02-08,AFC Wimbledon,Rotherham,0,1,A,0,0,D,3,20,1,4,0,8,14,9,2,1,0,0,5.0,3.6,1.72,1.95,1.9,1240.0905979194354,1429.3369344474481,-189.24633652801276,1.2,1.8,1.8,0.2,13.0,13.4,4.2,3.8,3.0,3.0
2122,League One,2022-02-08,Accrington,Oxford,2,0,H,1,0,H,15,15,7,3,2,4,11,12,1,2,0,0,2.87,3.6,2.37,1.8,2.05,1278.3784984085646,1383.2589820575183,-104.88048364895371,1.0,2.8,1.4,1.8,17.8,16.0,4.8,6.8,3.0,3.0
2122,Championship,2022-02-08,Stoke,Swansea,3,0,H,0,0,D,22,3,7,1,8,1,7,14,2,4,0,1,2.25,3.25,3.4,2.37,1.57,1432.1603909540577,1438.7983832206962,-6.637992266638548,1.2,0.4,1.4,0.6,13.0,11.4,4.4,4.0,11.0,3.0
2122,Championship,2022-02-08,Luton,Barnsley,2,1,H,1,1,D,8,7,4,2,9,4,11,12,1,2,0,0,1.6,3.75,6.5,2.1,1.72,1496.266188536062,1281.756022517266,214.51016601879587,1.0,0.4,0.6,1.8,9.8,9.4,2.6,3.2,7.0,6.0
2122,Championship,2022-02-08,Fulham,Millwall,3,0,H,1,0,H,20,8,6,2,6,4,12,14,1,3,0,0,1.36,4.75,9.5,1.83,2.02,1568.6043703524908,1438.3115707463603,130.29279960613053,4.6,0.8,1.4,1.0,17.2,9.6,8.8,3.0,10.0,7.0
2122,League One,2022-02-08,Doncaster,Ipswich,0,1,A,0,1,A,3,17,0,7,7,6,7,7,0,2,0,0,4.75,3.75,1.72,2.0,1.85,1188.4396144449802,1334.6462091196195,-146.2065946746393,1.0,1.0,2.4,0.8,9.6,10.8,3.8,2.2,3.0,3.0
2122,Championship,2022-02-08,Derby,Hull,3,1,H,2,0,H,11,9,5,2,2,10,9,16,2,3,0,0,2.2,3.1,3.6,2.37,1.57,1451.4576957759027,1420.2409388752867,31.21675690061602,1.4,1.0,1.6,0.6,8.4,8.0,2.8,2.8,6.0,3.0
2122,Championship,2022-02-08,Coventry,Blackpool,1,1,D,1,1,D,20,10,4,4,9,4,10,9,4,1,0,0,1.66,3.8,5.25,2.1,1.72,1448.7639563241212,1458.4621742011132,-9.698217876991976,1.2,1.4,1.0,0.8,17.2,10.2,5.6,3.8,10.0,3.0
2122,Premier League,2022-02-09,Aston Villa,Leeds,3,3,D,3,2,H,12,16,4,8,6,11,11,9,1,3,1,0,1.8,3.8,4.2,1.72,2.1,1580.5799046162713,1561.6764750469702,18.903429569301125,1.4,1.4,1.4,3.0,12.4,13.6,4.8,4.2,18.0,18.0
2122,Premier League,2022-02-09,Tottenham,Southampton,2,3,A,1,1,D,8,23,3,10,2,8,7,13,2,3,0,0,1.6,4.0,5.5,1.8,2.0,1656.4056148858836,1593.0449694319068,63.36064545397676,1.6,2.0,1.0,1.6,18.4,10.4,7.8,5.4,17.0,18.0
2122,Premier League,2022-02-09,Norwich,Crystal Palace,1,1,D,1,0,H,5,13,1,5,4,6,11,15,1,2,0,0,3.5,3.25,2.15,2.1,1.72,1506.0980607204904,1563.7666536611953,-57.66859294070491,1.0,1.4,2.2,2.0,8.8,11.2,2.6,3.6,19.0,17.0
2122,Championship,2022-02-09,Sheffield United,West Brom,2,0,H,1,0,H,12,13,5,3,3,2,10,10,1,1,0,1,2.37,3.25,3.1,2.2,1.66,1505.7883341919628,1441.4934372436574,64.29489694830545,1.6,0.8,1.0,1.2,16.0,13.2,5.2,2.6,5.0,11.0
2122,Championship,2022-02-09,QPR,Middlesbrough,2,2,D,1,1,D,7,18,4,5,3,8,9,10,0,1,0,0,2.62,3.2,2.87,2.2,1.66,1538.2158157651697,1511.7214980565932,26.494317708576546,1.8,1.4,0.4,0.6,9.0,10.2,4.4,3.6,11.0,11.0
2122,Premier League,2022-02-09,Man City,Brentford,2,0,H,1,0,H,15,6,7,2,9,3,7,13,0,0,0,0,1.1,9.5,23.0,1.36,3.2,1775.365114002238,1521.8991458807886,253.46596812144935,2.2,1.0,1.0,2.6,15.0,10.0,5.0,3.6,18.0,18.0
2122,Championship,2022-02-09,Cardiff,Peterboro,4,0,H,2,0,H,14,5,4,1,7,6,17,10,3,1,0,0,1.75,3.8,4.5,1.95,1.9,1393.1385318145649,1330.3281246431761,62.81040717138876,1.2,0.8,1.2,2.8,9.6,6.4,2.6,2.2,7.0,11.0
2122,Championship,2022-02-09,Bristol City,Reading,2,1,H,1,0,H,10,18,4,4,5,6,20,7,4,1,0,0,1.9,3.5,4.2,1.88,1.98,1397.7202093126448,1365.5147757505872,32.20543356205758,1.8,0.8,3.0,3.8,10.6,10.6,4.2,3.2,4.0,11.0
2122,Championship,2022-02-09,Bournemouth,Birmingham,3,1,H,2,0,H,9,10,5,5,5,8,10,16,0,5,1,0,1.53,4.0,7.0,1.95,1.9,1502.1170979484987,1393.7593226565543,108.35777529194434,1.4,1.8,0.8,2.6,15.0,11.4,5.2,4.0,11.0,5.0
2122,Championship,2022-02-09,Blackburn,Nott'm Forest,0,2,A,0,1,A,13,14,8,5,5,4,20,11,3,3,1,0,2.3,3.1,3.4,2.2,1.66,1521.330073246618,1483.4997017244737,37.83037152214433,0.4,1.4,0.6,0.8,11.6,16.8,3.0,5.2,4.0,10.0
2122,Championship,2022-02-09,Preston,Huddersfield,0,0,D,0,0,D,16,8,4,1,1,2,12,7,1,2,0,0,2.15,3.2,3.7,2.2,1.66,1477.17182748833,1503.3795586538126,-26.207731165482528,1.0,1.6,0.6,1.0,8.0,12.6,2.6,5.4,4.0,7.0
2122,Premier League,2022-02-10,Liverpool,Leicester,2,0,H,1,0,H,22,5,11,1,7,6,11,7,1,0,0,0,1.25,6.5,10.0,1.33,3.4,1722.4912198033758,1597.6595660995902,124.8316537037856,2.0,2.2,1.2,2.0,18.2,11.4,7.2,4.6,18.0,18.0
2122,Premier League,2022-02-10,Wolves,Arsenal,0,1,A,0,1,A,15,12,4,2,7,4,12,13,2,3,0,1,3.5,3.2,2.2,2.3,1.61,1656.2325048061025,1642.996315530024,13.236189276078449,1.4,2.4,0.4,0.6,9.4,17.0,3.8,6.6,19.0,18.0
2122,League One,2022-02-12,Milton Keynes Dons,Ipswich,0,0,D,0,0,D,7,9,4,2,7,6,9,14,3,3,0,0,2.2,3.25,3.3,2.07,1.72,1381.7314695448515,1344.2843213143283,37.447148230523226,1.0,1.2,0.6,0.4,15.0,11.4,5.6,3.0,4.0,4.0
2122,League One,2022-02-12,Morecambe,Gillingham,1,1,D,0,0,D,22,8,5,3,4,2,9,11,0,2,0,0,2.1,3.4,3.4,1.95,1.9,1217.8137050937207,1203.4170250263312,14.396680067389525,1.4,0.8,1.8,1.6,12.4,12.6,4.8,4.0,4.0,4.0
2122,League One,2022-02-12,Oxford,Bolton,2,3,A,2,2,D,13,6,5,5,10,1,9,10,3,1,0,0,1.9,3.4,4.0,1.75,2.05,1362.5706099451456,1318.2021999195385,44.36841002560709,2.8,2.4,1.8,0.4,16.0,11.6,6.0,4.0,4.0,4.0
2122,League One,2022-02-12,Plymouth,Shrewsbury,1,0,H,0,0,D,14,6,4,2,8,6,6,21,3,1,0,0,1.95,3.5,3.75,2.05,1.8,1342.704463756825,1269.475091166522,73.229372590303,2.6,0.4,2.2,0.6,12.4,9.0,6.0,2.8,4.0,4.0
2122,League One,2022-02-12,Portsmouth,Doncaster,4,0,H,0,0,D,15,8,9,3,3,1,12,13,1,0,0,0,1.44,4.5,7.0,1.88,1.98,1304.0790769258083,1178.8015022502714,125.27757467553693,1.0,0.8,1.4,2.0,12.6,8.0,3.6,2.8,4.0,4.0
2122,Premier League,2022-02-12,Everton,Leeds,3,0,H,2,0,H,21,7,10,0,5,3,8,9,1,1,0,0,2.25,3.5,3.0,1.66,2.2,1494.3996134508886,1562.546152156709,-68.14653870582038,1.0,2.0,2.0,2.2,12.0,15.6,3.6,5.2,4.0,3.0
